,WVHT,DPD,APD,MWD,WTMP
4005,1.54,5.56,4.8,82.0,12.1
4006,1.55,5.88,4.9,84.0,12.1
4007,1.64,6.25,4.94,85.0,12.1
4008,1.54,6.25,4.83,81.0,12.1
4009,1.48,6.25,4.77,87.0,12.0
4010,1.39,5.56,4.92,84.0,12.0
4011,1.43,6.25,4.85,85.0,12.0
4012,1.43,5.26,4.95,80.0,12.0
4013,1.39,5.56,4.92,78.0,11.9
4014,1.42,5.88,4.77,80.0,11.9
4015,1.39,5.56,4.92,84.0,11.9
4016,1.43,5.88,4.82,87.0,11.9
4017,1.39,5.88,4.75,84.0,11.9
4018,1.42,6.25,4.8,85.0,11.9
4019,1.4,7.14,4.74,94.0,11.9
4020,1.37,6.25,4.86,89.0,11.9
4021,1.39,6.25,4.81,89.0,11.8
4022,1.32,6.25,4.75,89.0,11.8
4023,1.39,4.76,4.79,80.0,11.8
4024,1.38,6.67,4.9,95.0,11.8
4025,1.36,4.76,4.61,89.0,11.8
4026,1.4,5.0,4.65,85.0,11.8
4027,1.36,5.0,4.63,92.0,11.8
4028,1.37,6.25,4.71,89.0,11.8
4029,1.34,5.0,4.6,85.0,11.8
4030,1.27,11.76,4.72,99.0,11.8
4031,1.34,5.0,4.82,88.0,11.8
4032,1.33,5.0,4.73,84.0,11.8
4033,1.23,11.76,4.68,99.0,11.8
4034,1.24,4.76,4.69,85.0,11.8
4035,1.18,11.76,4.79,85.0,11.8
4036,1.22,6.25,4.84,96.0,11.7
4037,1.18,5.56,4.96,94.0,11.8
4038,1.1,5.0,4.88,94.0,11.8
4039,1.17,5.26,5.05,91.0,11.8
4040,1.09,4.76,5.0,94.0,11.8
4041,1.18,5.0,5.22,104.0,11.8
4042,1.15,5.88,5.0,113.0,11.8
4043,1.21,5.56,4.91,126.0,11.9
4044,1.22,5.26,5.07,122.0,11.9
4045,1.24,5.88,5.09,116.0,11.9
4046,1.18,5.88,5.2,115.0,12.0
4047,1.23,5.88,5.05,112.0,12.1
4048,1.22,5.26,4.97,113.0,12.1
4049,1.3,5.88,4.92,133.0,12.1
4050,1.24,5.26,4.92,119.0,12.1
4051,1.31,5.56,4.94,120.0,12.2
4052,1.29,5.56,4.97,122.0,12.2
4053,1.36,5.56,5.12,122.0,12.2
4054,1.49,5.26,5.17,126.0,12.3
4055,1.57,5.56,5.18,116.0,12.3
4056,1.54,5.88,5.27,129.0,12.3
4057,1.51,6.25,5.17,123.0,12.2
4058,1.5,5.88,5.15,133.0,12.2
4059,1.5,5.88,5.13,136.0,12.2
4060,1.57,6.25,5.39,136.0,12.2
4061,1.56,6.67,5.39,136.0,12.2
4066,1.57,7.14,5.59,139.0,12.1
4069,1.63,6.67,5.33,141.0,12.1
4072,1.62,7.14,5.47,144.0,12.1
4132,1.26,9.09,6.5,132.0,12.2
4133,1.18,10.53,6.16,123.0,12.2
4134,1.21,10.53,6.32,118.0,12.2
4135,1.08,9.88,6.3,126.0,12.3
4143,0.94,9.09,5.89,130.0,12.7
4144,0.91,9.09,5.6,130.0,12.8
4145,1.0,9.09,5.06,122.0,12.8
4146,1.0,8.33,4.83,136.0,12.7
4147,1.14,9.88,4.96,112.0,12.8
4148,1.14,9.09,4.77,127.0,12.8
4149,1.24,9.88,4.66,106.0,12.7
4151,1.32,9.09,4.78,125.0,12.7
4152,1.37,9.88,4.89,111.0,12.7
4153,1.25,9.88,4.97,116.0,12.7
4154,1.2,9.88,5.04,132.0,12.7
4155,1.17,9.09,5.14,125.0,12.7
4156,1.1,11.11,5.22,102.0,12.7
4157,1.06,10.53,5.42,115.0,12.6
4158,1.04,10.53,5.54,105.0,12.6
4159,1.01,10.53,5.55,105.0,12.6
4160,0.98,9.88,5.81,112.0,12.6
4161,0.95,9.88,5.66,109.0,12.6
4162,0.91,10.53,5.83,109.0,12.5
4163,0.91,10.53,5.73,113.0,12.5
4164,0.88,10.53,5.9,116.0,12.5
4165,0.88,9.09,5.74,133.0,12.5
4166,0.86,10.53,5.78,120.0,12.5
4167,0.88,10.53,5.71,115.0,12.5
4168,0.87,9.88,5.58,113.0,12.5
4169,0.86,10.53,5.82,116.0,12.5
4170,0.91,10.53,6.0,112.0,12.5
4171,0.86,10.53,5.72,115.0,12.6
4172,0.87,9.88,5.8,115.0,12.6
4173,0.85,9.88,5.8,109.0,12.6
4174,0.78,10.53,5.58,106.0,12.6
4175,0.81,9.09,5.35,115.0,12.5
4176,0.78,10.53,5.23,112.0,12.5
4177,0.78,9.88,5.26,111.0,12.5
4178,0.75,10.53,4.77,111.0,12.5
4179,0.82,10.53,5.05,116.0,12.5
4180,0.82,9.88,5.23,118.0,12.5
4181,0.78,9.88,5.43,113.0,12.5
4182,0.72,9.88,5.37,112.0,12.6
4183,0.72,10.53,5.23,108.0,12.7
4184,0.7,11.76,5.63,105.0,12.8
4185,0.68,10.53,5.91,119.0,13.0
4186,0.68,10.53,6.07,113.0,13.1
4187,0.62,9.88,5.56,113.0,13.5
4188,0.66,10.53,6.41,111.0,13.8
4189,0.64,9.88,6.32,105.0,13.5
4190,0.58,11.76,6.08,92.0,13.7
4191,0.63,9.09,6.33,123.0,13.8
4192,0.66,11.76,6.26,95.0,13.5
4193,0.67,9.09,5.37,120.0,13.5
4194,0.64,9.09,5.0,113.0,13.5
4195,0.68,9.09,4.89,113.0,13.4
4196,0.72,9.09,4.58,115.0,13.3
4197,0.75,10.53,4.55,95.0,13.3
4198,0.77,9.09,4.44,118.0,13.3
4199,0.8,11.76,4.61,108.0,13.2
4200,0.8,10.53,4.38,105.0,13.2
4201,0.84,11.11,4.54,102.0,13.1
4202,0.77,9.88,4.57,104.0,13.1
4204,0.71,10.53,4.95,106.0,13.1
4205,0.73,11.11,5.18,95.0,13.1
4206,0.69,10.53,5.24,106.0,13.0
4207,0.66,11.11,5.25,101.0,13.0
4208,0.64,9.88,5.38,105.0,13.0
4209,0.66,9.09,5.78,118.0,12.9
4210,0.62,9.88,5.98,112.0,12.9
4211,0.55,11.76,5.54,101.0,12.9
4212,0.59,9.88,5.82,111.0,12.9
4213,0.59,9.09,6.09,122.0,12.9
4214,0.54,10.53,5.76,101.0,12.9
4215,0.54,11.76,5.86,95.0,12.9
4216,0.54,11.11,6.32,102.0,12.8
4217,0.55,9.88,6.21,105.0,12.8
4218,0.55,11.11,6.26,96.0,12.8
4219,0.54,9.09,6.39,112.0,12.8
4220,0.55,9.88,6.2,109.0,12.7
4221,0.54,11.76,6.22,96.0,12.7
4224,0.54,11.76,6.28,98.0,12.7
4225,0.56,11.11,6.45,109.0,12.7
4226,0.56,11.76,6.5,101.0,12.7
4229,0.57,11.76,6.3,111.0,12.9
4232,0.54,9.88,5.77,109.0,13.4
4237,0.53,11.76,6.38,109.0,14.8
4238,0.51,11.76,6.52,105.0,15.0
4241,0.51,11.11,6.36,108.0,14.4
4242,0.49,11.76,6.11,108.0,14.4
4244,0.5,11.76,5.99,109.0,14.2
4245,0.52,11.76,6.28,106.0,14.3
4246,0.52,11.76,6.31,104.0,14.3
4248,0.53,11.76,6.31,101.0,14.1
4249,0.54,11.76,6.25,99.0,14.1
4250,0.5,11.76,6.17,99.0,14.0
4254,0.51,11.76,6.5,105.0,14.0
4256,0.49,11.76,6.52,104.0,13.8
4258,0.48,11.76,6.31,91.0,13.7
4270,0.49,11.76,6.46,113.0,13.5
4272,0.5,11.76,6.31,106.0,13.6
4273,0.51,11.76,6.33,104.0,13.6
4274,0.51,11.11,6.15,104.0,13.6
4275,0.53,11.11,6.24,105.0,13.7
4276,0.52,11.76,6.35,99.0,13.9
4277,0.53,11.11,5.97,102.0,14.2
4278,0.55,9.88,6.0,92.0,14.3
4279,0.53,11.11,6.03,96.0,14.7
4280,0.56,11.11,5.98,91.0,14.7
4281,0.55,11.11,5.98,94.0,14.6
4282,0.59,11.11,6.2,91.0,14.9
4283,0.55,11.76,5.64,92.0,14.8
4284,0.57,11.11,5.81,98.0,15.0
4285,0.53,11.11,5.85,99.0,14.9
4286,0.57,10.53,5.95,98.0,15.2
4287,0.58,10.53,5.97,99.0,15.3
4288,0.55,11.11,5.92,105.0,15.4
4289,0.58,10.53,5.97,104.0,15.1
4290,0.54,11.76,5.45,101.0,15.5
4291,0.55,11.11,5.18,95.0,15.6
4292,0.61,10.53,5.91,105.0,15.3
4293,0.59,10.53,5.67,92.0,15.4
4294,0.62,9.88,6.03,92.0,15.6
4295,0.57,10.53,6.02,95.0,15.7
4296,0.63,10.53,6.27,89.0,15.6
4297,0.64,9.09,6.48,98.0,15.5
4300,0.61,10.53,6.52,98.0,15.7
4316,0.55,9.88,6.56,98.0,14.8
4317,0.56,9.09,6.43,102.0,14.8
4318,0.56,9.09,6.23,101.0,14.7
4319,0.57,10.53,6.41,106.0,14.7
4322,0.54,9.88,6.52,89.0,14.6
4323,0.54,10.53,6.48,101.0,14.8
4324,0.56,10.53,6.38,102.0,15.2
4325,0.57,9.88,6.48,92.0,15.6
4326,0.54,10.53,6.3,96.0,15.9
4327,0.57,9.88,6.27,102.0,16.3
4328,0.55,9.09,5.86,89.0,16.4
4329,0.54,10.53,5.94,102.0,16.7
4330,0.54,9.88,5.68,108.0,16.7
4331,0.54,9.88,5.8,95.0,17.0
4332,0.57,9.88,5.8,91.0,17.5
4333,0.53,9.09,5.77,96.0,17.8
4334,0.52,10.53,5.66,98.0,17.9
4335,0.52,10.53,5.72,94.0,17.8
4336,0.53,9.88,5.88,102.0,17.7
4337,0.52,8.33,5.56,96.0,17.4
4338,0.54,9.88,5.89,92.0,17.4
4339,0.54,9.88,6.04,94.0,17.3
4340,0.5,8.33,5.91,99.0,16.8
4341,0.53,9.09,6.01,102.0,16.7
4342,0.54,9.09,6.06,98.0,16.5
4343,0.58,9.09,6.03,101.0,16.3
4344,0.58,9.09,5.39,98.0,16.2
4345,0.56,8.33,5.19,99.0,16.1
4346,0.58,8.33,5.18,96.0,16.1
4347,0.59,9.09,5.15,99.0,16.0
4348,0.59,8.33,5.12,104.0,15.9
4349,0.59,9.09,5.0,98.0,16.0
4350,0.62,8.33,5.07,96.0,15.9
4351,0.62,9.88,4.97,98.0,16.0
4352,0.63,9.88,5.03,105.0,15.9
4353,0.62,8.33,4.94,92.0,15.9
4354,0.6,10.53,5.02,104.0,15.9
4355,0.58,8.33,5.12,105.0,15.9
4356,0.58,9.09,5.13,102.0,15.8
4357,0.56,7.69,5.1,98.0,15.8
4358,0.55,9.09,5.54,106.0,15.7
4359,0.54,8.33,5.51,98.0,15.5
4361,0.51,9.88,5.71,104.0,15.6
4362,0.52,7.69,5.99,102.0,15.6
4363,0.54,7.69,6.1,98.0,15.6
4364,0.55,7.69,6.08,98.0,15.6
4365,0.54,7.69,6.1,101.0,15.6
4366,0.54,8.33,6.34,105.0,15.6
4367,0.55,8.33,6.2,102.0,15.6
4368,0.53,9.09,6.11,101.0,15.6
4369,0.54,8.33,6.04,109.0,15.6
4370,0.56,7.14,5.91,101.0,15.6
4371,0.58,8.33,5.67,108.0,15.7
4372,0.62,7.14,5.73,109.0,15.9
4373,0.6,8.33,5.61,105.0,16.1
4374,0.62,7.69,5.79,102.0,16.2
4375,0.59,7.14,5.49,112.0,16.3
4376,0.64,7.69,5.67,99.0,16.4
4377,0.63,7.69,4.84,108.0,16.5
4378,0.66,8.33,4.37,102.0,16.6
4379,0.64,8.33,4.01,101.0,16.7
4380,0.63,7.69,4.11,99.0,16.7
4381,0.63,9.88,3.93,96.0,16.7
4382,0.61,7.69,3.9,105.0,16.9
4383,0.58,8.33,4.17,96.0,16.9
4384,0.61,9.09,4.2,104.0,16.8
4385,0.59,8.33,4.14,108.0,16.5
4386,0.6,7.69,3.84,102.0,16.4
4388,0.58,7.69,3.97,108.0,16.1
4389,0.57,7.14,4.01,96.0,16.0
4390,0.58,7.69,3.97,105.0,16.0
4391,0.56,7.14,4.24,104.0,16.1
4392,0.53,7.69,4.65,105.0,15.9
4393,0.49,8.33,4.69,111.0,15.9
4394,0.5,8.33,4.92,105.0,15.9
4395,0.49,11.76,5.08,101.0,15.8
4396,0.48,9.09,5.16,104.0,15.7
4397,0.49,8.33,5.42,108.0,15.6
4399,0.48,8.33,5.28,104.0,15.4
4400,0.49,6.67,5.09,108.0,15.4
4401,0.48,7.69,5.02,104.0,15.4
4406,0.48,7.69,4.74,108.0,15.2
4407,0.48,9.09,5.08,106.0,15.2
4421,0.48,8.33,5.91,104.0,15.5
4423,0.54,8.33,5.09,95.0,15.6
4424,0.57,8.33,4.07,102.0,15.5
4425,0.64,7.69,3.92,101.0,15.7
4426,0.65,8.33,3.77,101.0,15.8
4427,0.69,7.69,3.75,101.0,16.2
4431,0.75,9.09,3.59,102.0,15.4
4437,0.73,8.33,3.58,95.0,15.8
4439,0.71,8.33,3.68,105.0,15.4
4440,0.67,8.33,3.79,104.0,15.2
4441,0.61,7.69,3.85,108.0,15.1
4442,0.63,8.33,3.79,99.0,15.0
4443,0.66,8.33,4.13,102.0,15.0
4444,0.6,8.33,3.95,104.0,15.0
4445,0.61,8.33,4.08,108.0,15.0
4446,0.61,8.33,3.98,105.0,15.0
4447,0.59,8.33,4.13,105.0,15.0
4448,0.54,8.33,4.11,105.0,14.9
4449,0.55,7.69,3.82,108.0,14.8
4450,0.61,8.33,3.94,108.0,14.7
4451,0.58,8.33,3.86,102.0,14.6
4452,0.56,7.69,3.79,104.0,14.5
4453,0.55,8.33,3.82,108.0,14.5
4454,0.54,8.33,3.72,105.0,14.2
4455,0.55,7.69,3.88,99.0,14.0
4456,0.51,8.33,3.99,99.0,13.9
4457,0.52,8.33,4.17,115.0,13.9
4458,0.52,8.33,4.13,106.0,13.8
4459,0.52,9.09,3.95,111.0,13.9
4460,0.54,7.69,4.02,112.0,13.8
4461,0.52,8.33,4.01,111.0,13.8
4462,0.53,8.33,3.93,109.0,13.8
4463,0.51,7.14,3.93,115.0,13.8
4464,0.54,8.33,4.25,113.0,13.8
4465,0.52,7.69,4.15,105.0,13.8
4466,0.53,7.69,4.12,111.0,13.9
4467,0.56,7.69,3.93,113.0,14.0
4468,0.59,8.33,3.75,104.0,14.1
4469,0.6,4.55,3.59,178.0,14.2
4477,0.89,4.55,3.58,185.0,14.2
4495,0.77,4.35,3.59,184.0,13.7
4499,0.73,5.0,3.67,184.0,13.8
4500,0.7,5.0,3.59,182.0,13.8
4501,0.7,5.0,3.63,179.0,13.8
4502,0.7,5.0,3.77,178.0,13.8
4503,0.66,5.0,3.74,182.0,13.8
4504,0.68,4.55,3.69,178.0,13.7
4505,0.7,5.0,3.76,185.0,13.7
4506,0.68,5.26,3.7,184.0,13.7
4507,0.69,4.76,3.75,181.0,13.7
4508,0.66,8.33,3.73,126.0,13.7
4509,0.66,5.26,3.76,182.0,13.7
4510,0.67,8.33,3.77,118.0,13.7
4511,0.67,5.0,3.79,186.0,13.7
4512,0.65,4.76,3.75,181.0,13.7
4513,0.64,5.0,3.65,181.0,13.7
4515,0.71,5.0,3.64,177.0,13.9
4516,0.72,5.26,3.67,168.0,13.9
4521,0.9,5.0,3.62,182.0,14.2
4526,0.97,4.76,3.79,182.0,14.7
4527,0.96,4.76,3.74,186.0,14.6
4531,0.86,4.55,3.88,185.0,14.6
4533,0.77,5.56,3.73,177.0,14.4
4534,0.75,4.17,3.67,185.0,14.4
4535,0.73,5.88,3.7,174.0,14.3
4536,0.74,5.56,3.77,178.0,14.2
4537,0.68,5.26,3.6,174.0,14.1
4538,0.68,5.26,3.75,177.0,14.0
4539,0.67,5.26,3.83,170.0,14.0
4540,0.64,5.56,3.82,174.0,14.0
4541,0.65,5.26,3.76,171.0,14.0
4542,0.62,5.0,3.91,167.0,14.0
4543,0.6,5.26,3.69,165.0,14.0
4544,0.65,5.56,3.79,172.0,13.9
4545,0.63,5.26,3.85,178.0,13.9
4546,0.58,5.0,3.95,167.0,13.9
4547,0.62,5.0,4.1,170.0,14.6
4548,0.6,5.26,4.2,165.0,14.6
4549,0.59,5.26,4.36,174.0,14.7
4550,0.58,5.0,4.44,171.0,14.7
4551,0.59,5.26,4.57,172.0,14.7
4552,0.64,5.26,4.62,170.0,14.7
4553,0.6,5.26,4.39,171.0,14.7
4554,0.64,5.88,4.33,164.0,14.7
4555,0.63,5.56,4.33,168.0,14.6
4556,0.71,5.56,4.25,171.0,14.6
4557,0.74,5.88,3.96,165.0,14.6
4558,0.77,5.56,4.23,175.0,14.6
4559,0.76,5.88,4.18,161.0,14.6
4560,0.8,5.88,4.3,167.0,14.7
4561,0.85,5.88,4.48,168.0,14.7
4562,0.87,6.25,4.62,163.0,14.9
4563,0.94,6.25,4.4,170.0,14.9
4564,1.02,6.25,4.22,161.0,14.8
4565,1.05,6.25,4.16,165.0,14.8
4566,1.04,6.25,4.35,168.0,14.8
4567,1.04,6.25,4.55,165.0,14.8
4568,0.97,6.25,4.29,165.0,14.6
4569,0.98,6.25,4.35,170.0,14.5
4570,0.99,6.67,4.46,165.0,14.6
4571,0.98,6.67,4.35,170.0,14.6
4572,0.96,6.67,4.32,172.0,14.5
4573,0.98,6.67,4.5,167.0,14.5
4574,1.03,6.67,4.32,164.0,14.5
4575,1.13,6.67,4.31,167.0,15.1
4576,1.17,6.67,4.27,167.0,15.1
4577,1.17,6.25,4.21,163.0,15.0
4578,1.18,6.67,4.23,164.0,15.3
4579,1.18,6.67,4.3,167.0,15.2
4580,1.09,6.67,4.22,170.0,15.3
4581,1.09,6.25,4.19,164.0,15.3
4582,1.14,6.67,4.13,163.0,15.2
4583,1.12,6.67,4.2,165.0,15.2
4584,1.15,6.67,4.19,163.0,15.1
4585,1.09,6.67,4.1,164.0,14.8
4586,1.07,6.67,4.17,164.0,14.6
4587,1.13,6.25,4.13,163.0,14.5
4588,1.13,6.25,4.23,161.0,14.5
4589,1.11,6.67,4.33,163.0,14.4
4590,1.2,6.67,4.53,161.0,14.5
4591,1.38,6.25,4.61,165.0,14.5
4592,1.36,6.25,4.37,161.0,14.6
4593,1.53,6.25,4.51,168.0,14.6
4594,1.53,6.25,4.64,161.0,14.6
4595,1.5,6.25,4.57,164.0,14.6
4596,1.48,5.88,4.78,167.0,14.6
4597,1.36,6.25,4.83,168.0,14.6
4598,1.37,6.67,4.97,158.0,14.6
4599,1.36,7.14,5.16,156.0,14.7
4600,1.38,6.67,5.43,158.0,14.7
4601,1.3,7.14,5.4,161.0,14.8
4602,1.41,7.69,5.87,158.0,14.8
4603,1.32,7.69,5.91,163.0,14.8
4604,1.3,7.69,5.79,163.0,14.7
4605,1.58,7.69,6.28,160.0,14.7
4606,1.32,7.14,5.76,160.0,14.7
4607,1.4,8.33,6.03,163.0,14.7
4608,1.41,8.33,5.73,158.0,14.7
4609,1.28,8.33,5.42,156.0,14.8
4610,1.18,9.09,5.42,158.0,14.8
4611,1.24,8.33,5.46,158.0,14.7
4612,1.33,8.33,5.52,160.0,14.8
4613,1.22,9.09,5.51,154.0,14.8
4614,1.19,9.09,5.54,160.0,14.9
4615,1.23,9.09,5.7,160.0,14.9
4616,1.2,8.33,6.06,161.0,15.0
4617,1.13,9.09,6.08,158.0,15.1
4618,1.09,9.09,5.95,164.0,15.1
4619,1.15,9.09,6.09,157.0,15.1
4620,1.16,9.88,6.03,150.0,15.1
4621,1.11,9.09,5.82,154.0,15.1
4622,1.07,9.09,5.71,157.0,15.1
4623,1.04,9.88,5.97,151.0,15.1
4624,1.06,9.09,5.71,160.0,15.1
4625,1.13,9.09,5.93,154.0,15.1
4626,1.05,8.33,5.84,156.0,15.0
4627,1.09,9.09,6.19,154.0,15.0
4628,1.02,8.33,6.24,154.0,15.0
4629,1.05,8.33,6.52,150.0,15.0
4630,0.98,8.33,6.49,150.0,15.0
4631,0.89,8.33,6.44,157.0,15.0
4637,0.87,8.33,6.5,158.0,14.9
4638,0.83,7.69,6.41,156.0,14.9
4639,0.88,7.69,6.42,158.0,14.9
4640,0.92,7.69,6.52,156.0,14.9
4641,0.84,7.69,6.24,158.0,14.9
4642,0.93,7.69,6.38,156.0,14.9
4643,0.86,7.69,6.1,157.0,14.9
4644,0.89,7.69,5.98,163.0,14.9
4645,0.86,7.69,5.56,164.0,14.9
4646,0.89,7.69,5.32,158.0,14.9
4647,0.9,7.69,5.33,163.0,14.8
4648,0.87,7.69,4.91,164.0,14.8
4649,0.83,8.33,5.02,161.0,14.8
4650,0.75,7.69,4.83,163.0,14.8
4651,0.74,7.69,4.68,163.0,14.8
4652,0.65,7.69,4.59,156.0,14.8
4653,0.65,8.33,4.92,160.0,14.8
4654,0.63,8.33,4.26,158.0,14.8
4655,0.66,8.33,4.29,158.0,14.8
4656,0.61,7.69,4.19,156.0,14.9
4657,0.62,7.69,4.24,158.0,14.9
4658,0.63,7.69,4.21,153.0,15.0
4659,0.6,7.14,3.99,151.0,15.0
4660,0.6,7.69,3.97,156.0,15.1
4661,0.61,7.69,4.07,156.0,15.2
4662,0.61,7.69,3.82,158.0,15.3
4663,0.58,7.14,3.86,154.0,15.4
4664,0.57,7.14,4.0,156.0,15.4
4665,0.58,7.14,4.07,143.0,15.3
4666,0.54,6.67,3.79,153.0,15.3
4667,0.56,7.69,3.97,147.0,15.4
4668,0.54,7.14,4.05,154.0,15.3
4669,0.57,7.14,4.0,149.0,15.3
4670,0.57,7.14,4.19,156.0,15.3
4671,0.57,6.67,4.0,147.0,15.3
4672,0.56,6.67,4.03,151.0,15.2
4673,0.55,6.25,3.78,158.0,15.2
4674,0.56,6.67,3.93,146.0,15.2
4675,0.56,6.67,4.12,146.0,15.1
4676,0.59,6.67,4.19,151.0,15.1
4677,0.55,6.67,4.2,139.0,15.1
4678,0.6,6.25,4.2,141.0,15.1
4679,0.57,6.25,4.09,134.0,15.1
4680,0.58,8.33,4.23,118.0,15.1
4681,0.56,6.25,4.1,136.0,15.1
4682,0.57,6.67,4.1,136.0,15.1
4683,0.58,7.14,4.15,120.0,15.0
4684,0.59,7.69,4.33,113.0,15.0
4685,0.55,7.69,4.17,113.0,15.0
4686,0.56,6.67,4.18,126.0,15.0
4687,0.56,7.69,4.41,115.0,15.0
4688,0.56,7.69,4.31,115.0,15.0
4689,0.57,6.67,4.35,136.0,15.0
4690,0.57,7.14,4.46,136.0,15.0
4691,0.52,6.67,4.3,130.0,15.0
4692,0.54,7.14,4.57,118.0,15.0
4693,0.57,6.67,4.87,134.0,15.0
4694,0.53,7.14,4.84,125.0,15.0
4695,0.53,7.14,4.88,122.0,15.0
4696,0.5,7.14,4.66,119.0,15.0
4697,0.56,7.69,4.87,122.0,15.0
4698,0.49,7.14,4.7,120.0,15.0
4699,0.49,6.67,4.94,120.0,15.0
4700,0.49,7.69,4.76,127.0,15.0
4701,0.49,7.14,5.01,119.0,15.0
4703,0.48,7.69,4.59,125.0,15.1
4711,0.48,6.67,4.6,116.0,15.7
4712,0.5,7.14,4.62,120.0,15.7
4713,0.51,6.67,4.56,112.0,15.7
4714,0.5,6.67,4.1,122.0,15.7
4715,0.52,6.67,4.04,122.0,15.7
4716,0.52,5.88,4.19,120.0,15.7
4717,0.54,6.67,4.12,120.0,15.7
4718,0.56,6.67,4.2,116.0,15.7
4719,0.56,6.25,4.19,123.0,15.7
4720,0.56,6.67,4.02,130.0,15.7
4721,0.56,6.25,4.08,116.0,15.8
4722,0.56,6.25,4.25,122.0,15.8
4723,0.56,7.14,4.24,130.0,15.7
4724,0.57,6.67,4.26,130.0,15.7
4725,0.54,6.67,4.21,120.0,15.7
4726,0.56,6.67,4.32,126.0,15.7
4727,0.58,6.67,4.5,120.0,15.7
4728,0.59,7.14,4.59,134.0,15.7
4729,0.58,5.56,4.7,119.0,15.7
4730,0.58,5.26,4.6,132.0,15.7
4731,0.6,6.67,4.85,130.0,15.7
4732,0.56,6.25,4.71,137.0,15.6
4733,0.58,7.14,4.92,137.0,15.6
4734,0.58,6.25,5.01,126.0,15.5
4735,0.58,7.14,5.13,137.0,15.5
4736,0.58,6.67,5.0,123.0,15.5
4737,0.58,6.67,5.07,136.0,15.5
4738,0.58,6.67,5.09,133.0,15.5
4739,0.6,6.67,5.3,132.0,15.5
4740,0.63,6.67,5.24,130.0,15.5
4741,0.59,7.14,5.14,141.0,15.5
4742,0.62,6.67,5.18,136.0,15.4
4743,0.6,5.88,5.14,133.0,15.4
4744,0.6,7.14,5.1,140.0,15.4
4745,0.65,5.88,5.28,134.0,15.4
4746,0.62,6.25,5.26,140.0,15.4
4747,0.61,6.67,5.39,132.0,15.4
4748,0.61,7.14,5.25,137.0,15.4
4749,0.59,7.69,5.32,147.0,15.4
4750,0.57,6.25,5.07,141.0,15.5
4751,0.58,6.25,5.2,136.0,15.6
4752,0.6,5.88,5.28,136.0,15.8
4753,0.56,6.67,5.28,149.0,16.1
4754,0.51,7.69,5.16,136.0,16.3
4755,0.57,6.25,5.18,144.0,16.6
4756,0.61,6.67,5.38,140.0,16.8
4757,0.57,6.67,5.32,137.0,17.0
4758,0.55,5.88,5.17,132.0,17.1
4759,0.58,6.25,5.23,130.0,17.1
4760,0.6,7.14,5.37,144.0,17.3
4761,0.61,6.67,5.27,139.0,17.5
4762,0.6,6.25,5.22,140.0,17.5
4763,0.6,5.88,5.29,139.0,17.4
4764,0.6,6.67,5.35,136.0,17.2
4765,0.63,6.67,5.4,144.0,17.1
4766,0.57,6.67,4.98,151.0,17.3
4767,0.63,6.25,4.91,144.0,17.2
4768,0.62,6.25,4.69,141.0,17.0
4769,0.64,6.25,4.65,130.0,17.0
4770,0.65,6.67,4.62,146.0,17.0
4771,0.62,5.88,4.46,156.0,16.9
4772,0.66,7.14,4.52,136.0,16.9
4773,0.63,7.14,4.29,137.0,16.8
4774,0.64,7.14,4.58,140.0,16.8
4775,0.66,7.69,4.38,134.0,16.7
4776,0.62,7.14,4.48,139.0,16.7
4777,0.65,7.14,4.78,132.0,16.7
4778,0.6,7.14,4.66,144.0,16.7
4779,0.6,7.69,4.84,139.0,16.7
4780,0.62,7.14,4.84,144.0,16.7
4781,0.65,6.67,4.89,140.0,16.7
4782,0.64,5.88,4.76,140.0,16.7
4783,0.68,6.67,4.93,140.0,16.7
4784,0.66,6.67,5.02,141.0,16.7
4785,0.67,6.67,5.09,134.0,16.6
4786,0.64,7.14,5.02,136.0,16.6
4787,0.69,6.67,5.15,141.0,16.6
4788,0.7,6.25,5.24,136.0,16.6
4789,0.65,6.25,5.1,147.0,16.5
4790,0.68,7.14,5.18,136.0,16.5
4791,0.7,6.67,5.2,134.0,16.5
4792,0.67,5.56,5.08,136.0,16.5
4793,0.71,5.88,5.31,143.0,16.5
4794,0.7,6.67,5.23,136.0,16.5
4795,0.75,7.14,5.34,132.0,16.4
4796,0.72,5.56,4.98,136.0,16.4
4797,0.74,6.25,5.02,129.0,16.4
4798,0.72,6.25,4.95,133.0,16.4
4799,0.72,5.56,5.04,136.0,16.5
4800,0.72,6.67,5.11,132.0,16.5
4801,0.71,7.14,5.11,137.0,16.6
4802,0.7,7.14,5.1,141.0,16.7
4803,0.71,6.25,5.22,139.0,16.8
4804,0.72,6.25,5.22,134.0,17.0
4805,0.69,6.67,5.21,136.0,17.1
4806,0.71,6.67,5.34,136.0,17.3
4807,0.75,6.67,5.32,139.0,17.5
4808,0.72,5.88,5.27,137.0,17.7
4809,0.79,6.67,5.3,136.0,17.8
4810,0.77,6.25,5.26,141.0,18.0
4811,0.76,5.88,5.22,133.0,17.9
4812,0.76,6.67,5.25,143.0,18.0
4813,0.8,5.88,5.26,136.0,18.1
4814,0.83,6.67,5.36,133.0,18.0
4815,0.9,7.14,5.54,134.0,17.9
4816,0.93,6.67,5.55,134.0,17.9
4817,0.89,7.14,5.51,134.0,17.8
4818,0.9,6.67,5.61,139.0,17.7
4819,0.91,6.67,5.57,137.0,17.6
4820,0.97,7.14,5.82,137.0,17.6
